# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-12 11:33:50 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06933500 Gasconade River at Jerome, MO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06933500
#            TS   parameter     statistic     Description
#         75905       00065     30800     Gage height, feet (Observation at 08:00 AM)
#         75906       00060     00003     Discharge, cubic feet per second (Mean)
#         75907       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	75905_00065_30800	75905_00065_30800_cd	75906_00060_00003	75906_00060_00003_cd
USGS	06933500	2010-07-07	1.90	A	827	A
USGS	06933500	2010-07-08	1.88	A	819	A
USGS	06933500	2010-07-09	2.31	A	1380	A
USGS	06933500	2010-07-10	2.56	A	1390	A
USGS	06933500	2010-07-11	2.35	A	1300	A
USGS	06933500	2010-07-12	2.84	A	1570	A
USGS	06933500	2010-07-13	2.41	A	1220	A
USGS	06933500	2010-07-14	2.20	A	1090	A
USGS	06933500	2010-07-15	2.24	A	1220	A
USGS	06933500	2010-07-16	2.61	A	1430	A
USGS	06933500	2010-07-17	2.43	A	1270	A
USGS	06933500	2010-07-18	2.31	A	1220	A
USGS	06933500	2010-07-19	2.26	A	1140	A
USGS	06933500	2010-07-20	2.15	A	1040	A
USGS	06933500	2010-07-21	2.15	A	1090	A
USGS	06933500	2010-07-22	2.45	A	1330	A
USGS	06933500	2010-07-23	2.39	A	1240	A
USGS	06933500	2010-07-24	2.21	A	1100	A
USGS	06933500	2010-07-25	2.10	A	1010	A
USGS	06933500	2010-07-26	2.01	A	972	A
USGS	06933500	2010-07-27	2.16	A	1170	A
USGS	06933500	2010-07-28	2.64	A	1500	A
USGS	06933500	2010-07-29	2.39	A	1280	A
USGS	06933500	2010-07-30	2.44	A	1300	A
USGS	06933500	2010-07-31	2.20	A	1100	A
USGS	06933500	2010-08-01	2.04	A	979	A
USGS	06933500	2010-08-02	1.93	A	902	A
USGS	06933500	2010-08-03	1.86	A	849	A
USGS	06933500	2010-08-04	1.82	A	816	A
USGS	06933500	2010-08-05	1.80	A	810	A
USGS	06933500	2010-08-06	1.80	A	798	A
USGS	06933500	2010-08-07	1.73	A	751	A
USGS	06933500	2010-08-08	1.70	A	728	A
USGS	06933500	2010-08-09	1.68	A	713	A
USGS	06933500	2010-08-10	1.64	A	690	A
USGS	06933500	2010-08-11	1.62	A	677	A
USGS	06933500	2010-08-12	1.60	A	673	A
USGS	06933500	2010-08-13	1.65	A	700	A
USGS	06933500	2010-08-14	1.72	A	744	A
USGS	06933500	2010-08-15	1.71	A	740	A
USGS	06933500	2010-08-16	1.68	A	715	A
USGS	06933500	2010-08-17	1.65	A	695	A
USGS	06933500	2010-08-18	1.63	A	681	A
USGS	06933500	2010-08-19	1.60	A	666	A
USGS	06933500	2010-08-20	1.58	A	662	A
USGS	06933500	2010-08-21	1.78	A	832	A
USGS	06933500	2010-08-22	1.96	A	882	A
USGS	06933500	2010-08-23	1.75	A	760	A
USGS	06933500	2010-08-24	1.68	A	710	A
USGS	06933500	2010-08-25	1.61	A	663	A
USGS	06933500	2010-08-26	1.57	A	642	A
USGS	06933500	2010-08-27	1.55	A	629	A
USGS	06933500	2010-08-28	1.54	A	621	A
USGS	06933500	2010-08-29	1.54	A	621	A
USGS	06933500	2010-08-30	1.53	A	618	A
USGS	06933500	2010-08-31	1.54	A	618	A
USGS	06933500	2010-09-01	1.55	A	692	A
USGS	06933500	2010-09-02			920	A
USGS	06933500	2010-09-03			1290	A:e
USGS	06933500	2010-09-04			2230	A:e
USGS	06933500	2010-09-05			1960	A:e
USGS	06933500	2010-09-06			1600	A:e
USGS	06933500	2010-09-07			1380	A
USGS	06933500	2010-09-08	2.30	A	1200	A
USGS	06933500	2010-09-09	2.16	A	1160	A
USGS	06933500	2010-09-10	3.00	A	1840	A
USGS	06933500	2010-09-11	2.92	A	1940	A
USGS	06933500	2010-09-12	3.26	A	2890	A
USGS	06933500	2010-09-13	5.32	A	4890	A
USGS	06933500	2010-09-14	4.25	A	3420	A
USGS	06933500	2010-09-15	3.64	A	2640	A
USGS	06933500	2010-09-16	3.52	A	2670	A
USGS	06933500	2010-09-17	5.44	A	6710	A
USGS	06933500	2010-09-18	7.27	A	8390	A
USGS	06933500	2010-09-19	5.63	A	5490	A
USGS	06933500	2010-09-20	4.45	A	3720	A
USGS	06933500	2010-09-21	3.83	A	2910	A
USGS	06933500	2010-09-22	3.53	A	2520	A
USGS	06933500	2010-09-23	3.22	A	2140	A
USGS	06933500	2010-09-24	3.00	A	1910	A
USGS	06933500	2010-09-25	2.83	A	1710	A
USGS	06933500	2010-09-26	2.65	A	1550	A
USGS	06933500	2010-09-27	2.53	A	1440	A
USGS	06933500	2010-09-28	2.43	A	1340	A
USGS	06933500	2010-09-29	2.35	A	1260	A
USGS	06933500	2010-09-30	2.27	A	1190	A
USGS	06933500	2010-10-01	2.18	A	1120	A
USGS	06933500	2010-10-02	2.12	A	1060	A
USGS	06933500	2010-10-03	2.05	A	1010	A
USGS	06933500	2010-10-04	2.00	A	969	A
USGS	06933500	2010-10-05	1.96	A	934	A
USGS	06933500	2010-10-06	1.92	A	901	A
USGS	06933500	2010-10-07	1.89	A	873	A
USGS	06933500	2010-10-08	1.87	A	855	A
USGS	06933500	2010-10-09	1.83	A	829	A
USGS	06933500	2010-10-10	1.82	A	820	A
USGS	06933500	2010-10-11	1.80	A	807	A
USGS	06933500	2010-10-12	1.79	A	800	A
USGS	06933500	2010-10-13	1.78	A	793	A
USGS	06933500	2010-10-14	1.77	A	780	A
USGS	06933500	2010-10-15	1.76	A	774	A
USGS	06933500	2010-10-16	1.74	A	765	A
USGS	06933500	2010-10-17	1.74	A	758	A
USGS	06933500	2010-10-18	1.74	A	758	A
USGS	06933500	2010-10-19	1.75	A	760	A
USGS	06933500	2010-10-20	1.74	A	757	A
USGS	06933500	2010-10-21	1.75	A	763	A
USGS	06933500	2010-10-22	1.75	A	763	A
USGS	06933500	2010-10-23	1.75	A	762	A
USGS	06933500	2010-10-24	1.75	A	765	A
USGS	06933500	2010-10-25	1.76	A	769	A
USGS	06933500	2010-10-26	1.78	A	785	A
USGS	06933500	2010-10-27	1.78	A	778	A
USGS	06933500	2010-10-28	1.77	A	773	A
USGS	06933500	2010-10-29	1.76	A	765	A
USGS	06933500	2010-10-30	1.76	A	762	A
USGS	06933500	2010-10-31	1.75	A	758	A
USGS	06933500	2010-11-01	1.75	A	762	A
USGS	06933500	2010-11-02	1.84	A	824	A
USGS	06933500	2010-11-03	1.85	A	829	A
USGS	06933500	2010-11-04	1.82	A	809	A
USGS	06933500	2010-11-05	1.80	A	793	A
USGS	06933500	2010-11-06	1.79	A	781	A
USGS	06933500	2010-11-07	1.77	A	763	A
USGS	06933500	2010-11-08	1.77	A	761	A
USGS	06933500	2010-11-09	1.77	A	767	A
USGS	06933500	2010-11-10	1.78	A	768	A
USGS	06933500	2010-11-11	1.77	A	765	A
USGS	06933500	2010-11-12	1.77	A	761	A
USGS	06933500	2010-11-13	1.76	A	758	A
USGS	06933500	2010-11-14	1.75	A	752	A
USGS	06933500	2010-11-15	1.75	A	747	A
USGS	06933500	2010-11-16	1.74	A	743	A
USGS	06933500	2010-11-17	1.74	A	735	A
USGS	06933500	2010-11-18	1.75	A	737	A
USGS	06933500	2010-11-19	1.73	A	728	A
USGS	06933500	2010-11-20	1.73	A	725	A
USGS	06933500	2010-11-21	1.73	A	725	A
USGS	06933500	2010-11-22	1.72	A	724	A
USGS	06933500	2010-11-23	1.74	A	732	A
USGS	06933500	2010-11-24	1.73	A	757	A
USGS	06933500	2010-11-25	3.16	A	2420	A
USGS	06933500	2010-11-26	3.72	A	3230	A
USGS	06933500	2010-11-27	5.85	A	6350	A
USGS	06933500	2010-11-28	5.61	A	5440	A
USGS	06933500	2010-11-29	4.45	A	3710	A
USGS	06933500	2010-11-30	3.81	A	2830	A
USGS	06933500	2010-12-01	3.37	A	2300	A
USGS	06933500	2010-12-02	3.09	A	1970	A
USGS	06933500	2010-12-03	2.88	A	1740	A
USGS	06933500	2010-12-04	2.73	A	1580	A
USGS	06933500	2010-12-05	2.57	A	1420	A
USGS	06933500	2010-12-06	2.44	A	1300	A
USGS	06933500	2010-12-07	2.33	A	1200	A
USGS	06933500	2010-12-08	2.25	A	1130	A
USGS	06933500	2010-12-09	2.17	A	1060	A
USGS	06933500	2010-12-10	2.12	A	1020	A
USGS	06933500	2010-12-11	2.09	A	995	A
USGS	06933500	2010-12-12	2.05	A	961	A
USGS	06933500	2010-12-13	1.98	A	912	A
USGS	06933500	2010-12-14	1.95	A	883	A
USGS	06933500	2010-12-15	1.93	A	863	A
USGS	06933500	2010-12-16	1.91	A	847	A
USGS	06933500	2010-12-17	1.88	A	825	A
USGS	06933500	2010-12-18	1.85	A	807	A
USGS	06933500	2010-12-19	1.83	A	791	A
USGS	06933500	2010-12-20	1.81	A	781	A
USGS	06933500	2010-12-21	1.80	A	772	A
USGS	06933500	2010-12-22	1.78	A	757	A
USGS	06933500	2010-12-23	1.76	A	741	A
USGS	06933500	2010-12-24	1.77	A	749	A
USGS	06933500	2010-12-25	1.77	A	749	A
USGS	06933500	2010-12-26	1.76	A	737	A
USGS	06933500	2010-12-27	1.74	A	724	A
USGS	06933500	2010-12-28	1.73	A	718	A
USGS	06933500	2010-12-29	1.72	A	714	A
USGS	06933500	2010-12-30	1.72	A	714	A
USGS	06933500	2010-12-31	2.11	A	1550	A
USGS	06933500	2011-01-01	3.08	A	2530	A
USGS	06933500	2011-01-02	4.15	A	3710	A
USGS	06933500	2011-01-03	3.79	A	2850	A
USGS	06933500	2011-01-04	3.09	A	2090	A
USGS	06933500	2011-01-05	2.79	A	1800	A
USGS	06933500	2011-01-06	2.61	A	1600	A
USGS	06933500	2011-01-07	2.47	A	1450	A
USGS	06933500	2011-01-08	2.37	A	1320	A
USGS	06933500	2011-01-09	2.25	A	1210	A
USGS	06933500	2011-01-10	2.16	A	1130	A
USGS	06933500	2011-01-11	2.13	A	1080	A
USGS	06933500	2011-01-12	2.04	A	1010	A
USGS	06933500	2011-01-13	1.95	A	943	A
USGS	06933500	2011-01-14	1.89	A	883	A
USGS	06933500	2011-01-15	1.88	A	894	A
USGS	06933500	2011-01-16	1.91	A	888	A
USGS	06933500	2011-01-17	1.86	A	854	A
USGS	06933500	2011-01-18	1.86	A	854	A
USGS	06933500	2011-01-19	1.85	A	837	A
USGS	06933500	2011-01-20	1.84	A	833	A
USGS	06933500	2011-01-21	1.82	A	815	A
USGS	06933500	2011-01-22	1.81	A	808	A
USGS	06933500	2011-01-23	1.80	A	800	A
USGS	06933500	2011-01-24	1.79	A	792	A
USGS	06933500	2011-01-25	1.78	A	782	A
USGS	06933500	2011-01-26	1.77	A	776	A
USGS	06933500	2011-01-27	1.76	A	771	A
USGS	06933500	2011-01-28	1.75	A	767	A
USGS	06933500	2011-01-29	1.75	A	757	A
USGS	06933500	2011-01-30	1.74	A	750	A
USGS	06933500	2011-01-31	1.73	A	746	A
USGS	06933500	2011-02-01	1.78	A	813	A
USGS	06933500	2011-02-02	1.83	A	821	A
USGS	06933500	2011-02-03	1.74	A	786	A
USGS	06933500	2011-02-04	1.68	A	757	A
USGS	06933500	2011-02-05	1.74	A	769	A
USGS	06933500	2011-02-06	1.80	A	801	A
USGS	06933500	2011-02-07	1.79	A	787	A
USGS	06933500	2011-02-08	1.77	A	775	A
USGS	06933500	2011-02-09	1.74	A	769	A
USGS	06933500	2011-02-10	1.62	A	747	A
USGS	06933500	2011-02-11	1.58	A	736	A
USGS	06933500	2011-02-12	1.72	A	765	A
USGS	06933500	2011-02-13	1.82	A	850	A
USGS	06933500	2011-02-14	2.21	A	1270	A
USGS	06933500	2011-02-15	2.72	A	1810	A
USGS	06933500	2011-02-16	3.44	A	2830	A
USGS	06933500	2011-02-17	4.67	A	4280	A
USGS	06933500	2011-02-18	4.71	A	4200	A
USGS	06933500	2011-02-19	4.24	A	3690	A
USGS	06933500	2011-02-20	4.21	A	3470	A
USGS	06933500	2011-02-21	3.81	A	2970	A
USGS	06933500	2011-02-22	3.49	A	2570	A
USGS	06933500	2011-02-23	3.23	A	2280	A
USGS	06933500	2011-02-24	3.06	A	3570	A
USGS	06933500	2011-02-25	6.13	A	7820	A
USGS	06933500	2011-02-26	7.61	A	9800	A
USGS	06933500	2011-02-27	7.85	A	9620	A
USGS	06933500	2011-02-28	6.86	A	7880	A
USGS	06933500	2011-03-01	6.65	A	7450	A
USGS	06933500	2011-03-02	6.28	A	7140	A
USGS	06933500	2011-03-03	6.29	A	6690	A
USGS	06933500	2011-03-04	5.36	A	5310	A
USGS	06933500	2011-03-05	6.37	A	6870	A
USGS	06933500	2011-03-06	6.92	A	8960	A
USGS	06933500	2011-03-07	7.57	A	9750	A
USGS	06933500	2011-03-08	6.90	A	8520	A
USGS	06933500	2011-03-09	7.44	A	9590	A
USGS	06933500	2011-03-10	7.51	A	9330	A
USGS	06933500	2011-03-11	6.89	A	7950	A
USGS	06933500	2011-03-12	6.08	A	6420	A
USGS	06933500	2011-03-13	5.39	A	5280	A
USGS	06933500	2011-03-14	6.41	A	9600	A
USGS	06933500	2011-03-15	9.96	A	15900	A
USGS	06933500	2011-03-16	10.63	A	16800	A
USGS	06933500	2011-03-17	9.29	A	12400	A
USGS	06933500	2011-03-18	7.13	A	8300	A
USGS	06933500	2011-03-19	6.11	A	6510	A
USGS	06933500	2011-03-20	5.90	A	6300	A
USGS	06933500	2011-03-21	5.89	A	6100	A
USGS	06933500	2011-03-22	5.40	A	5320	A
USGS	06933500	2011-03-23	4.98	A	4670	A
USGS	06933500	2011-03-24	4.61	A	4080	A
USGS	06933500	2011-03-25	4.28	A	3620	A
USGS	06933500	2011-03-26	4.04	A	3560	A
USGS	06933500	2011-03-27	4.65	A	4360	A
USGS	06933500	2011-03-28	5.28	A	5410	A
USGS	06933500	2011-03-29	5.76	A	5910	A
USGS	06933500	2011-03-30	5.28	A	5130	A
USGS	06933500	2011-03-31	4.83	A	4440	A
USGS	06933500	2011-04-01	4.53	A	3990	A
USGS	06933500	2011-04-02	4.28	A	3630	A
USGS	06933500	2011-04-03	4.06	A	3340	A
USGS	06933500	2011-04-04	3.93	A	3140	A
USGS	06933500	2011-04-05	3.73	A	2900	A
USGS	06933500	2011-04-06	3.60	A	2720	A
USGS	06933500	2011-04-07	3.45	A	2550	A
USGS	06933500	2011-04-08	3.32	A	2400	A
USGS	06933500	2011-04-09	3.22	A	2280	A
USGS	06933500	2011-04-10	3.11	A	2170	A
USGS	06933500	2011-04-11	3.26	A	2430	A
USGS	06933500	2011-04-12	3.43	A	2540	A
USGS	06933500	2011-04-13	3.42	A	2550	A
USGS	06933500	2011-04-14	3.56	A	2730	A
USGS	06933500	2011-04-15	4.41	A	4610	A
USGS	06933500	2011-04-16	6.86	A	8520	A
USGS	06933500	2011-04-17	8.31	A	11200	A
USGS	06933500	2011-04-18	7.40	A	8640	A
USGS	06933500	2011-04-19	5.89	A	6080	A
USGS	06933500	2011-04-20	5.14	A	4870	A
USGS	06933500	2011-04-21	4.58	A	4060	A
USGS	06933500	2011-04-22	5.69	A	5890	A
USGS	06933500	2011-04-23	6.70	A	8820	A
USGS	06933500	2011-04-24	11.22	A	21000	A
USGS	06933500	2011-04-25	16.37	A	36400	A
USGS	06933500	2011-04-26	21.22	A	56000	A
USGS	06933500	2011-04-27	25.72	A	80200	A
USGS	06933500	2011-04-28	25.29	A	70500	A
USGS	06933500	2011-04-29	20.76	A	45000	A
USGS	06933500	2011-04-30	13.20	A	22500	A
USGS	06933500	2011-05-01	9.16	A	12700	A
USGS	06933500	2011-05-02	8.30	A	11700	A
USGS	06933500	2011-05-03	9.85	A	15200	A
USGS	06933500	2011-05-04	9.77	A	14000	A
USGS	06933500	2011-05-05	8.11	A	10300	A
USGS	06933500	2011-05-06	7.09	A	8360	A
USGS	06933500	2011-05-07	6.52	A	7510	A
USGS	06933500	2011-05-08	6.30	A	6920	A
USGS	06933500	2011-05-09	6.02	A	6590	A
USGS	06933500	2011-05-10	5.99	A	6290	A
USGS	06933500	2011-05-11	5.46	A	5430	A
USGS	06933500	2011-05-12	5.06	A	4830	A
USGS	06933500	2011-05-13	6.19	A	6500	A
USGS	06933500	2011-05-14	7.56	A	9470	A
USGS	06933500	2011-05-15	7.29	A	8770	A
USGS	06933500	2011-05-16	6.38	A	6940	A
USGS	06933500	2011-05-17	5.58	A	5610	A
USGS	06933500	2011-05-18	5.08	A	4820	A
USGS	06933500	2011-05-19	4.74	A	7060	A
USGS	06933500	2011-05-20	7.62	A	9030	A
USGS	06933500	2011-05-21	7.20	A	9330	A
USGS	06933500	2011-05-22	8.18	A	10700	A
USGS	06933500	2011-05-23	7.54	A	9330	A
USGS	06933500	2011-05-24	6.72	A	8050	A
USGS	06933500	2011-05-25	7.74	A	11000	A
USGS	06933500	2011-05-26	10.77	A	18600	A
USGS	06933500	2011-05-27	11.51	A	19700	A
USGS	06933500	2011-05-28	11.78	A	18000	A
USGS	06933500	2011-05-29	8.42	A	11100	A
USGS	06933500	2011-05-30	7.23	A	8560	A
USGS	06933500	2011-05-31	6.31	A	6850	A
USGS	06933500	2011-06-01	5.61	A	5660	A
USGS	06933500	2011-06-02	5.11	A	4860	A
USGS	06933500	2011-06-03	4.75	A	4240	A
USGS	06933500	2011-06-04	4.45	A	3740	A
USGS	06933500	2011-06-05	4.19	A	3320	A
USGS	06933500	2011-06-06	3.98	A	3000	A
USGS	06933500	2011-06-07	3.80	A	2740	A
USGS	06933500	2011-06-08	3.64	A	2510	A
USGS	06933500	2011-06-09	3.49	A	2300	A
USGS	06933500	2011-06-10	3.35	A	2150	A
USGS	06933500	2011-06-11	3.27	A	2210	A
USGS	06933500	2011-06-12	3.51	A	2270	A
USGS	06933500	2011-06-13	3.18	A	2190	A
USGS	06933500	2011-06-14	3.39	A	2200	A
USGS	06933500	2011-06-15	3.19	A	1950	A
USGS	06933500	2011-06-16	3.04	A	1790	A
USGS	06933500	2011-06-17	2.93	A	1680	A
USGS	06933500	2011-06-18	2.93	A	1660	A
USGS	06933500	2011-06-19	4.63	A	3110	A
USGS	06933500	2011-06-20	3.43	A	2200	A
USGS	06933500	2011-06-21	3.34	A	2110	A
USGS	06933500	2011-06-22	3.20	A	1940	A
USGS	06933500	2011-06-23	2.96	A	1700	A
USGS	06933500	2011-06-24	2.83	A	1570	A
USGS	06933500	2011-06-25	2.81	A	1610	A
USGS	06933500	2011-06-26	2.92	A	1640	A
USGS	06933500	2011-06-27	2.84	A	1640	A
USGS	06933500	2011-06-28	2.93	A	1660	A
USGS	06933500	2011-06-29	2.79	A	1510	A
USGS	06933500	2011-06-30	2.68	A	1400	A
USGS	06933500	2011-07-01	2.60	A	1330	A
USGS	06933500	2011-07-02	2.53	A	1260	A
USGS	06933500	2011-07-03	2.48	A	1290	A
USGS	06933500	2011-07-04	2.65	A	1370	A
USGS	06933500	2011-07-05	2.46	A	1190	A
USGS	06933500	2011-07-06	2.37	A	1120	A
USGS	06933500	2011-07-07	2.36	A	1110	A
USGS	06933500	2011-07-08	2.36	A	1120	A
USGS	06933500	2011-07-09	2.32	A	1080	A
USGS	06933500	2011-07-10	2.27	A	1040	A
USGS	06933500	2011-07-11	2.24	A	1020	A
USGS	06933500	2011-07-12	2.22	A	992	A
USGS	06933500	2011-07-13	2.33	A	1080	A
USGS	06933500	2011-07-14	2.24	A	1010	A
USGS	06933500	2011-07-15	2.18	A	967	A
USGS	06933500	2011-07-16	2.16	A	948	A
USGS	06933500	2011-07-17	2.16	A	956	A
USGS	06933500	2011-07-18	2.15	A	941	A
USGS	06933500	2011-07-19	2.13	A	926	A
USGS	06933500	2011-07-20	2.12	A	911	A
USGS	06933500	2011-07-21	2.07	A	877	A
USGS	06933500	2011-07-22	2.04	A	850	A
USGS	06933500	2011-07-23	2.00	A	824	A
USGS	06933500	2011-07-24	2.01	A	859	A
USGS	06933500	2011-07-25	2.12	A	895	A
USGS	06933500	2011-07-26	2.01	A	823	A
USGS	06933500	2011-07-27	1.95	A	787	A
USGS	06933500	2011-07-28	1.93	A	771	A
USGS	06933500	2011-07-29	1.91	A	758	A
USGS	06933500	2011-07-30	1.89	A	769	A
USGS	06933500	2011-07-31	2.10	A	852	A
USGS	06933500	2011-08-01	1.92	A	760	A
USGS	06933500	2011-08-02	1.93	A	772	A
USGS	06933500	2011-08-03	1.91	A	754	A
USGS	06933500	2011-08-04	1.96	A	893	A
USGS	06933500	2011-08-05	2.28	A	1090	A
USGS	06933500	2011-08-06	2.66	A	1320	A
USGS	06933500	2011-08-07	2.49	A	1220	A
USGS	06933500	2011-08-08	2.36	A	1130	A
USGS	06933500	2011-08-09	2.33	A	1080	A
USGS	06933500	2011-08-10	2.26	A	1040	A
USGS	06933500	2011-08-11	2.38	A	1440	A
USGS	06933500	2011-08-12	3.03	A	1790	A
USGS	06933500	2011-08-13	2.98	A	1670	A
USGS	06933500	2011-08-14	2.69	A	1410	A
USGS	06933500	2011-08-15	2.57	A	1290	A
USGS	06933500	2011-08-16	2.42	A	1210	A
USGS	06933500	2011-08-17	2.60	A	1300	A
USGS	06933500	2011-08-18	2.44	A	1170	A
USGS	06933500	2011-08-19	2.61	A	1370	A
USGS	06933500	2011-08-20	2.63	A	1720	A
USGS	06933500	2011-08-21	3.33	A	2150	A
USGS	06933500	2011-08-22	3.23	A	2040	A
USGS	06933500	2011-08-23	2.98	A	1760	A
USGS	06933500	2011-08-24	2.77	A	1530	A
USGS	06933500	2011-08-25	2.81	A	1540	A
USGS	06933500	2011-08-26	2.62	A	1430	A
USGS	06933500	2011-08-27	2.58	A	1330	A
USGS	06933500	2011-08-28	2.40	A	1180	A
USGS	06933500	2011-08-29	2.30	A	1100	A
USGS	06933500	2011-08-30	2.22	A	1020	A
USGS	06933500	2011-08-31	2.15	A	971	A
USGS	06933500	2011-09-01	2.10	A	925	A
USGS	06933500	2011-09-02	2.05	A	885	A
USGS	06933500	2011-09-03	2.00	A	852	A
USGS	06933500	2011-09-04	1.97	A	826	A
USGS	06933500	2011-09-05	1.93	A	798	A
USGS	06933500	2011-09-06	1.89	A	770	A
USGS	06933500	2011-09-07	1.86	A	750	A
USGS	06933500	2011-09-08	1.84	A	736	A
USGS	06933500	2011-09-09	1.83	A	724	A
USGS	06933500	2011-09-10	1.82	A	723	A
USGS	06933500	2011-09-11	1.81	A	716	A
USGS	06933500	2011-09-12	1.80	A	705	A
USGS	06933500	2011-09-13	1.78	A	697	A
USGS	06933500	2011-09-14	1.78	A	711	A
USGS	06933500	2011-09-15	1.82	A	716	A
USGS	06933500	2011-09-16	1.79	A	698	A
USGS	06933500	2011-09-17	1.78	A	714	A
USGS	06933500	2011-09-18	1.87	A	762	A
USGS	06933500	2011-09-19	1.93	A	834	A
USGS	06933500	2011-09-20	2.01	A	853	A
USGS	06933500	2011-09-21	1.97	A	861	A
USGS	06933500	2011-09-22	2.18	A	996	A
USGS	06933500	2011-09-23	2.12	A	942	A
USGS	06933500	2011-09-24	2.05	A	887	A
USGS	06933500	2011-09-25	2.00	A	851	A
USGS	06933500	2011-09-26	1.97	A	830	A
USGS	06933500	2011-09-27	1.95	A	816	A
USGS	06933500	2011-09-28	1.95	A	824	A
USGS	06933500	2011-09-29	2.00	A	850	A
USGS	06933500	2011-09-30	1.96	A	819	A
USGS	06933500	2011-10-01	1.93	A	802	A
USGS	06933500	2011-10-02	1.92	A	795	A
USGS	06933500	2011-10-03	1.90	A	781	A
USGS	06933500	2011-10-04	1.89	A	770	A
USGS	06933500	2011-10-05	1.87	A	755	A
USGS	06933500	2011-10-06	1.86	A	747	A
USGS	06933500	2011-10-07	1.85	A	737	A
USGS	06933500	2011-10-08	1.83	A	726	A
USGS	06933500	2011-10-09	1.83	A	720	A
USGS	06933500	2011-10-10	1.81	A	714	A
USGS	06933500	2011-10-11	1.81	A	715	A
USGS	06933500	2011-10-12	1.87	A	758	A
USGS	06933500	2011-10-13	1.89	A	774	A
USGS	06933500	2011-10-14	1.86	A	751	A
USGS	06933500	2011-10-15	1.89	A	766	A
USGS	06933500	2011-10-16	1.88	A	767	A
USGS	06933500	2011-10-17	1.88	A	761	A
USGS	06933500	2011-10-18	2.07	A	923	A
USGS	06933500	2011-10-19	2.11	A	924	A
USGS	06933500	2011-10-20	2.01	A	861	A
USGS	06933500	2011-10-21	1.97	A	825	A
USGS	06933500	2011-10-22	1.94	A	805	A
USGS	06933500	2011-10-23	1.91	A	788	A
USGS	06933500	2011-10-24	1.90	A	773	A
USGS	06933500	2011-10-25	1.87	A	756	A
USGS	06933500	2011-10-26	1.87	A	752	A
USGS	06933500	2011-10-27	1.86	A	741	A
USGS	06933500	2011-10-28	1.83	A	724	A
USGS	06933500	2011-10-29	1.80	A	705	A
USGS	06933500	2011-10-30	1.79	A	699	A
USGS	06933500	2011-10-31	1.78	A	694	A
USGS	06933500	2011-11-01	1.78	A	690	A
USGS	06933500	2011-11-02	1.77	A	681	A
USGS	06933500	2011-11-03	1.82	A	726	A
USGS	06933500	2011-11-04	1.84	A	730	A
USGS	06933500	2011-11-05	1.81	A	711	A
USGS	06933500	2011-11-06	1.80	A	704	A
USGS	06933500	2011-11-07	1.87	A	789	A
USGS	06933500	2011-11-08	2.10	A	944	A
USGS	06933500	2011-11-09	2.20	A	1010	A
USGS	06933500	2011-11-10	2.17	A	990	A
USGS	06933500	2011-11-11	2.20	A	1060	A
USGS	06933500	2011-11-12	2.59	A	1410	A
USGS	06933500	2011-11-13	2.77	A	1560	A
USGS	06933500	2011-11-14	2.71	A	1470	A
USGS	06933500	2011-11-15	2.56	A	1320	A
USGS	06933500	2011-11-16	2.44	A	1210	A
USGS	06933500	2011-11-17	2.33	A	1120	A
USGS	06933500	2011-11-18	2.24	A	1040	A
USGS	06933500	2011-11-19	2.18	A	992	A
USGS	06933500	2011-11-20	2.17	A	1060	A
USGS	06933500	2011-11-21	2.31	A	1100	A
USGS	06933500	2011-11-22	3.24	A	2040	A
USGS	06933500	2011-11-23	3.21	A	2070	A
USGS	06933500	2011-11-24	3.58	A	2840	A
USGS	06933500	2011-11-25	3.93	A	3180	A
USGS	06933500	2011-11-26	3.97	A	3050	A
USGS	06933500	2011-11-27	3.73	A	2720	A
USGS	06933500	2011-11-28	3.55	A	2510	A
USGS	06933500	2011-11-29	3.38	A	2260	A
USGS	06933500	2011-11-30	3.16	A	2010	A
USGS	06933500	2011-12-01	3.02	A	1850	A
USGS	06933500	2011-12-02	2.89	A	1700	A
USGS	06933500	2011-12-03	2.75	A	1560	A
USGS	06933500	2011-12-04	2.69	A	1490	A
USGS	06933500	2011-12-05	2.59	A	1400	A
USGS	06933500	2011-12-06	2.53	A	1460	A
USGS	06933500	2011-12-07	2.97	A	1790	A
USGS	06933500	2011-12-08	2.99	A	1920	A
USGS	06933500	2011-12-09	3.15	A	1990	A
USGS	06933500	2011-12-10	2.97	A	1790	A
USGS	06933500	2011-12-11	2.81	A	1620	A
USGS	06933500	2011-12-12	2.68	A	1480	A
